DFA_channel1,Fisher_Information_channel1,HFD_channel1,PFD_channel1,SVD_Entropy_channel1,variance_channel1,std_deviation_channel1,mean_channel1,fft_variance_channel1,fft_std_deviation_channel1,fft2_variance_channel1,zero_crossing_rate_channel1,complexity_channel1,DFA_channel2,Fisher_Information_channel2,HFD_channel2,PFD_channel2,SVD_Entropy_channel2,variance_channel2,std_deviation_channel2,mean_channel2,fft_variance_channel2,fft_std_deviation_channel2,fft2_variance_channel2,zero_crossing_rate_channel2,complexity_channel2,label
-2.340418445122571,-2.4443316118105627,1.9191231215174132,2.00478916654567,0.05916435197300492,0.06750532425646918,0.6619138729244433,0.6523151072234126,1.9191231215174132,2.00478916654567,2.331859635315545e-09,1.1933000620717165e-09,4.828933252091548e-05,3.4544175515877006e-05,3.7000298823395703e-06,6.138015338797467e-06,1.197577157597621e-06,6.283397946348967e-07,0.0010943386850503006,0.0007926788723278152,2.5365849376317967e-06,6.744716563894542e-07,52.0,56.0,0.001082621409043111,0.0007794753433437505,1.0
-2.3700659297144324,-2.457358630992084,1.9339540435875957,2.072672600108681,0.14050848219550882,0.10855041620667866,0.6320085211504668,0.6377234629335716,1.9339540435875957,2.072672600108681,2.4396061629845932e-09,7.90927627361643e-10,4.939236948137428e-05,2.8123435554029365e-05,-3.7809860170859466e-06,1.695453199041107e-06,1.2445902547558015e-06,4.0436398899799965e-07,0.0011156120538770643,0.0006358962092967686,2.1744047406164334e-06,5.726523708337197e-07,50.0,62.0,0.0011670327265330314,0.00040522031843916867,1.0
-2.417068740795338,-2.3420868913600543,1.6166462205047443,1.613469376037775,0.057906734874504866,0.05981586302886758,0.6585322522934314,0.6523151072234126,1.6166462205047443,1.613469376037775,5.225888818236564e-09,7.710283332297032e-09,7.229030929686609e-05,8.780821904751874e-05,1.807971637831975e-06,-5.513642778274007e-07,2.6750199792791816e-06,3.947061615400243e-06,0.0016355488312120741,0.0019867213230345725,9.964994085835053e-06,2.3493433434174533e-06,22.0,34.0,0.003094674564299499,0.006069848815848657,1.0
-2.3456812141093137,-2.260865414700569,2.074891789525688,1.905958660347175,0.2791973572175366,0.22896953234386155,0.6148349912773354,0.6227141648564627,2.074891789525688,1.905958660347175,3.925533835951591e-09,5.994935425871686e-09,6.265408076056652e-05,7.742696833708321e-05,6.422562822695983e-06,1.4753164218380555e-06,2.0308966333308158e-06,3.0657035138818355e-06,0.0014250953067534871,0.0017509150504470042,7.0320185649691825e-06,1.8350249140462848e-06,80.0,46.0,0.0024085094292171805,0.003668486123151031,1.0
-2.4144447815277097,-2.2758116168456053,1.8256866304031536,1.826841970101627,0.226320247508176,0.1415560929340573,0.6221495843286451,0.6362367605585653,1.8256866304031536,1.826841970101627,5.862167818129116e-09,4.657564154748362e-09,7.656479490032684e-05,6.824634902138254e-05,-1.1386127466541529e-05,-7.4198642635471125e-06,3.0669343910191067e-06,2.409784425027156e-06,0.001751266510562886,0.001552348036049634,7.683937640158464e-06,2.231318455620435e-06,72.0,44.0,0.0021790057863140836,0.0027166283944164006,1.0
-2.2253874043284747,-2.20957202308131,1.817569163516783,1.7434795728129986,0.2500488938123676,0.13177093711773707,0.6158179051104433,0.6408250810616756,1.817569163516783,1.7434795728129986,1.1091286843419276e-08,7.0170718665716485e-09,0.00010531517859937985,8.376796444089858e-05,4.1213146953745905e-06,3.2733721431722523e-06,5.6867601676751695e-06,3.598222912500974e-06,0.002384692887496243,0.0018968982346190778,1.3027492271144645e-05,3.870271719482659e-06,46.0,32.0,0.006027529316741728,0.0036690709102557744,1.0
-2.2510270938506,-2.192613150559484,1.9874634897562062,1.9475750901955313,0.3170190934988408,0.1771117998772257,0.6101887582801752,0.6232849648680382,1.9874634897562062,1.9475750901955313,9.204347443655996e-09,8.618587535417227e-09,9.593929040625638e-05,9.283634813701596e-05,7.953134649423672e-06,4.510892737160582e-06,4.740535727670937e-06,4.412770231335973e-06,0.0021772771361659353,0.0021006594753400594,1.3442708153124e-05,2.5922150385882547e-06,122.0,54.0,0.006901324114765807,0.006357931916676331,1.0
-2.259247312400446,-2.2158916870995653,2.0680652481528745,1.8367074181082617,0.35257709976667395,0.13653923388502165,0.6055326611751513,0.633381156080921,2.0680652481528745,1.8367074181082617,8.634373667171585e-09,8.315137244118326e-09,9.292133052841842e-05,9.118737436793717e-05,-8.043466968274974e-06,1.3199243954602569e-06,4.447659935487806e-06,4.256136266173502e-06,0.0021089475895545167,0.0020630405391493163,9.432659427045577e-06,5.458007568022922e-06,130.0,40.0,0.004040095413191391,0.003436027961230218,1.0
-2.254827022983648,-2.2749226180002773,2.067394168017737,1.8438751367631747,0.3397685952174471,0.13558546205160912,0.6075950095040317,0.6320085211504668,2.067394168017737,1.8438751367631747,8.684978812825053e-09,5.627724376642424e-09,9.319323372876945e-05,7.50181603123032e-05,1.0901532563438134e-06,-5.781083756703173e-06,4.4465825037418404e-06,2.8949311787418453e-06,0.0021086921310949688,0.0017014497285379447,9.768349785931758e-06,2.718354152766377e-06,100.0,52.0,0.003385004604021192,0.002157421677082233,1.0
-2.249967205344573,-2.169879064403741,2.099469792544613,1.7882976630749425,0.31929747297060457,0.1680771352830125,0.6063472906614429,0.6194157542010303,2.099469792544613,1.7882976630749425,9.895994781674609e-09,1.0662714006786705e-08,9.94786146951927e-05,0.00010326041839343236,4.303823756119835e-06,-8.403467678457058e-08,5.029798164112037e-06,5.4513139879224805e-06,0.00224272115166198,0.0023348049143177853,1.4515347794718705e-05,3.4419181807876126e-06,110.0,46.0,0.003596459993401544,0.003169163832346872,1.0
-2.2015234240977795,-2.294930171123469,1.9766846262433497,1.8421840788182946,0.3187151263081464,0.19955341861016934,0.6075950095040317,0.6178426721864385,1.9766846262433497,1.8421840788182946,1.6967399740075156e-08,8.974942781724765e-09,0.00013025897182181024,9.473617462049418e-05,1.4912072829968063e-06,6.217803016067676e-06,8.673198094149026e-06,4.591013059281903e-06,0.0029450293876545656,0.002142664943308193,1.9563333111766973e-05,3.7214872603958416e-06,92.0,36.0,0.009309504612257264,0.005185078084773278,1.0
-2.146897795222985,-2.21160437837775,1.9957021964182067,1.90290758914862,0.28279843965407847,0.22556953184051642,0.6115380558821704,0.6129246833729275,1.9957021964182067,1.90290758914862,1.5283503650267518e-08,8.435753335720146e-09,0.00012362646824312147,9.184635722618588e-05,-7.293629113655123e-06,-3.981697580724387e-09,7.850345077025354e-06,4.3190728420819e-06,0.002801846726183528,0.0020782379175835236,1.3387973416705935e-05,7.734713051121875e-06,122.0,46.0,0.009019714735493255,0.004337076022500866,1.0
-2.1568233187146824,-2.222438685706704,1.7790863549699987,1.6960081745766442,0.24957805129887614,0.1749422509092849,0.6138708003450312,0.6244457382620764,1.7790863549699987,1.6960081745766442,2.6093468406031736e-08,1.0971291692840601e-08,0.00016153472817333038,0.00010474393391906092,-1.0100635544512643e-05,-2.2268354563042796e-05,1.3404816188386271e-05,5.871175429682374e-06,0.003661258825648123,0.0024230508516501206,2.7366623994871238e-05,7.299370134188987e-06,58.0,60.0,0.009387045228388874,0.00642614452382894,1.0
-2.1397213755978073,-2.256636668596942,1.5887407917862366,1.7098920423320023,0.11431330652381785,0.12445918241602381,0.6449672772125762,0.6369749964811717,1.5887407917862366,1.7098920423320023,2.379992467402522e-08,9.976365589870029e-09,0.0001542722420723353,9.988175804354882e-05,-1.5206033000264473e-05,6.9681037354377135e-06,1.2262043912037433e-05,5.132683791149877e-06,0.0035017201361670003,0.0022655427144836347,2.3403887885951332e-05,8.964834675973001e-06,24.0,32.0,0.01165952239671209,0.005235058237176127,1.0
-2.1040273905555864,-2.1885739568276232,1.5457969896576598,1.573127448626878,0.11680861203963072,0.06006383860803539,0.634789969296761,0.6485203818360519,1.5457969896576598,1.573127448626878,2.9554683552056235e-08,1.234047245724355e-08,0.0001719147566442632,0.00011108767914239432,2.683770205558073e-05,1.826807079062451e-05,1.5500063454383465e-05,6.486457805987888e-06,0.003937011995712417,0.0025468525292972675,3.508103705239201e-05,6.236503865331739e-06,22.0,20.0,0.018118846926623085,0.007699300943489264,1.0
-2.142731266039112,-2.2216393906392082,1.5905981106347022,1.5918356469976538,0.17413063417098662,0.0969462590624205,0.625632973856015,0.6400329427476308,1.5905981106347022,1.5918356469976538,3.764479060563432e-08,1.7811499237708683e-08,0.00019402265487729602,0.0001334597288986782,2.5843803117925133e-06,-1.1614757026460245e-05,1.9265743910372958e-05,9.174900202040037e-06,0.004389276012097321,0.003029009772523033,4.349268737890975e-05,9.937535643531622e-06,32.0,26.0,0.024101389281344008,0.0074406189727540175,1.0
-2.212641098216652,-2.266233887404273,1.7397374933506162,1.7083810718865902,0.23148583770550474,0.1686907883884103,0.6268478078369601,0.6232849648680382,1.7397374933506162,1.7083810718865902,1.6720220778050714e-08,8.672776863028733e-09,0.00012930669270401558,9.312774486171527e-05,-5.709410312217924e-07,-5.623449842336106e-06,8.554098278123507e-06,4.455920915928275e-06,0.002924739010257754,0.002110905236131711,1.4606745426987557e-05,9.479312719972315e-06,76.0,68.0,0.012007309948602492,0.0051205067515767795,1.0
-2.2142093064567887,-2.2827111484509492,1.6080061524072615,1.7943766320960524,0.10074263343652896,0.13929123338877844,0.6449672772125762,0.6300137624488111,1.6080061524072615,1.7943766320960524,1.215717101941091e-08,5.332952368717049e-09,0.00011025956203164836,7.302706600101806e-05,-8.788589394420657e-06,5.362260935948676e-06,6.26303453549866e-06,2.7451007067289803e-06,0.002502605549322278,0.0016568345441621442,1.0958554191917367e-05,5.737336614140141e-06,44.0,46.0,0.007161957112815285,0.002895728820259138,1.0
