DFA_channel1,Fisher_Information_channel1,HFD_channel1,PFD_channel1,SVD_Entropy_channel1,variance_channel1,std_deviation_channel1,mean_channel1,fft_variance_channel1,fft_std_deviation_channel1,fft2_variance_channel1,zero_crossing_rate_channel1,complexity_channel1,DFA_channel2,Fisher_Information_channel2,HFD_channel2,PFD_channel2,SVD_Entropy_channel2,variance_channel2,std_deviation_channel2,mean_channel2,fft_variance_channel2,fft_std_deviation_channel2,fft2_variance_channel2,zero_crossing_rate_channel2,complexity_channel2,label
-2.2849955869329666,-2.233203174530204,1.905050199643903,1.5400006432641917,0.18518156295883934,0.052856761874091295,0.6215910992292677,0.6596375595592231,1.905050199643903,1.5400006432641917,4.65181999316548e-09,1.0290441898629307e-08,6.820425201675832e-05,0.00010144181533583332,3.016925688892594e-07,1.0677618939027498e-06,2.379347399641713e-06,5.2684183482359295e-06,0.0015425133385620084,0.0022953035416336397,9.604384085580811e-06,4.513198772277683e-06,40.0,30.0,0.0029113716175257973,0.005866591782581806,1.0
-2.4681823176093727,-2.376355783865089,1.797497435544324,1.6792158570759201,0.14458986260352327,0.0683475910796569,0.6300137624488111,0.6563835716873578,1.797497435544324,1.6792158570759201,1.7757279148747164e-09,3.854677965541221e-09,4.213938674061022e-05,6.208605290676176e-05,-1.3641514947948096e-06,-2.706738404639727e-06,9.068135005966363e-07,1.977304153625647e-06,0.0009522675572530214,0.00140616647436413,2.0827667863444635e-06,3.1376672191464006e-06,24.0,38.0,0.0008119860553301448,0.0014778697425328205,1.0
-2.3581385548051954,-2.219967112318564,2.181874495698904,1.7783308037420842,0.30725784874618284,0.19487552034479258,0.616820225284339,0.6340809308975283,2.181874495698904,1.7783308037420842,9.200458847646606e-09,1.5001757711361403e-08,9.591902234513551e-05,0.00012248166275553824,-1.1074287452505217e-05,-3.893287979755269e-06,4.769588514190951e-06,7.680027275328549e-06,0.002183938761547803,0.002771286213174047,1.1043525379415912e-05,9.83964880904499e-06,94.0,38.0,0.004200023267316291,0.006841508654761028,1.0
-2.2996163693435463,-2.2459419270768284,2.1712038362538664,1.7319207830124754,0.3037199735917392,0.19598658635484845,0.6119960236694156,0.6232849648680382,2.1712038362538664,1.7319207830124754,8.658909742068905e-09,1.2340438535229363e-08,9.305326293080165e-05,0.00011108752646102696,1.4032315483260515e-05,6.487965251991926e-06,4.53086466280499e-06,6.3317749152591e-06,0.002128582782699557,0.0025163018330993402,1.0320277487867722e-05,8.496484580578061e-06,108.0,28.0,0.0046232181836170375,0.006667479584093824,1.0
-2.4175840663312336,-2.4575001055871923,2.230998385334383,2.1394330901508654,0.3271633799753186,0.31860256080960186,0.6059382927191456,0.6055326611751513,2.230998385334383,2.1394330901508654,4.561571988778083e-09,2.2793821426409342e-09,6.753941063392605e-05,4.7742875307640765e-05,-4.1391670761022e-06,5.662799680949026e-08,2.3382164034076797e-06,1.1563422994265534e-06,0.0015291227561604333,0.0010753335758854335,2.461819190674436e-06,2.6767752776263846e-06,148.0,102.0,0.0017484828069043318,0.0008855949754396241,1.0
-2.2663473514293995,-2.4560597978186296,2.2493425307783412,2.249639751891324,0.3006195399106747,0.33957034158117055,0.6059382927191456,0.6051303451087038,2.2493425307783412,2.249639751891324,1.116902065471386e-08,2.4393954077791773e-09,0.00010568358744248731,4.9390235955896965e-05,-5.389424168895966e-06,1.6605299372298383e-06,5.729417562189406e-06,1.2493797698930023e-06,0.002393620179182446,0.0011177565789978613,3.329997341484574e-06,6.631613641636483e-06,224.0,204.0,0.007517332307709841,0.0014762121205566306,1.0
-2.339771961390721,-2.3772314765387352,2.2280889622206788,2.2324826636374557,0.36651608221417503,0.3277112423952363,0.6059382927191456,0.6055326611751513,2.2280889622206788,2.2324826636374557,6.2778166855429636e-09,5.061542106979452e-09,7.92326743556152e-05,7.114451564934188e-05,6.4681210829258265e-06,-4.46798674570269e-06,3.2350623355772775e-06,2.593056436661485e-06,0.001798627903591312,0.0016102970026245112,2.1914197573659715e-06,6.236055363384201e-06,258.0,206.0,0.0033869338042321053,0.002331770373178059,1.0
-2.2500194000038016,-2.3407513758185323,2.253508274069281,2.213057070630241,0.32672792208875423,0.37463233611770896,0.6063472906614429,0.6051303451087038,2.253508274069281,2.213057070630241,1.043389596838975e-08,6.571458064456688e-09,0.00010214644373833947,8.106453024878814e-05,-4.0639362676055164e-06,-8.399070003339434e-06,5.3450761894439e-06,3.3993125616552807e-06,0.002311942081766734,0.0018437224741417243,4.1231937561647974e-06,8.4863758300085e-06,220.0,186.0,0.006046692510543536,0.003764160873411956,1.0
-2.2025464990192294,-2.3409019791743275,2.25890828334168,2.2433878881148988,0.31852534420725465,0.3871393393779017,0.6097469700922421,0.6009101816865065,2.25890828334168,2.2433878881148988,1.3217526431046495e-08,4.9035028614469744e-09,0.00011496750163001063,7.002501596891623e-05,-5.293208036658717e-06,8.35111035767481e-06,6.755873746045902e-06,2.5346151079263437e-06,0.0025992063684990275,0.0015920474578122173,3.6457606282571463e-06,9.635532628511756e-06,210.0,226.0,0.005930876856745087,0.0025758468032670923,1.0
-2.2628720769554347,-2.4589871639439314,2.260409469753461,2.2258326727544797,0.33732934653816227,0.355930011842038,0.6093090626092812,0.6059382927191456,2.260409469753461,2.2258326727544797,8.501723545739685e-09,2.9433224381634467e-09,9.220479133830131e-05,5.4252395690544825e-05,1.1179102432487169e-05,1.169631485345014e-05,4.416817221929506e-06,1.5752668325779595e-06,0.002101622521274814,0.0012550963439425516,3.549348353097413e-06,5.066024770065219e-06,206.0,198.0,0.005040313073105889,0.0015220798490486053,1.0
