DFA_channel1,Fisher_Information_channel1,HFD_channel1,PFD_channel1,SVD_Entropy_channel1,variance_channel1,std_deviation_channel1,mean_channel1,fft_variance_channel1,fft_std_deviation_channel1,fft2_variance_channel1,zero_crossing_rate_channel1,complexity_channel1,DFA_channel2,Fisher_Information_channel2,HFD_channel2,PFD_channel2,SVD_Entropy_channel2,variance_channel2,std_deviation_channel2,mean_channel2,fft_variance_channel2,fft_std_deviation_channel2,fft2_variance_channel2,zero_crossing_rate_channel2,complexity_channel2,label
-2.723375393966149,-2.710506215426997,2.2094141159811245,2.0701318591122426,0.2628277081559334,0.1871038686964751,0.6124582087038853,0.6227141648564627,2.2094141159811245,2.0701318591122426,2.294801502533268e-10,2.5358539126080553e-10,1.5148602254113308e-05,1.5924364705092808e-05,-1.8410222685686205e-06,-3.1341787372757036e-06,1.1902071133651282e-07,1.346082522967471e-07,0.00034499378448968153,0.0003668899730120014,2.935837208206846e-07,1.027556168095121e-07,110.0,74.0,9.138184288579827e-05,0.00011753379381531665,1.0
-2.7034782659938275,-2.6372841694957496,2.1290238398901256,2.1369959695836744,0.16767164948821425,0.12224160114675024,0.6204919368116337,0.634789969296761,2.1290238398901256,2.1369959695836744,1.843869284667313e-10,2.288285396459949e-10,1.357891484864425e-05,1.5127079680030607e-05,-7.086285067541199e-07,-2.0711524602131835e-06,9.462432584272854e-08,1.1935555064215702e-07,0.00030761067251109563,0.00034547872675775134,2.7676220869912015e-07,6.505850095349594e-08,78.0,82.0,6.950950283559699e-05,9.809195964647285e-05,1.0
-2.6830785081691424,-2.601594794576292,1.9956060044192212,2.0303854773791707,0.17354919413488318,0.15866890093762606,0.6215910992292677,0.6227141648564627,1.9956060044192212,2.0303854773791707,3.15432934082149e-10,3.03462553410654e-10,1.7760431697516506e-05,1.742017661823938e-05,6.355255258534711e-07,2.881777834639013e-06,1.6027379145057076e-07,1.5955368863103627e-07,0.00040034209302866315,0.0003994417211947649,3.952240184505796e-07,1.5139556454560764e-07,52.0,66.0,0.00017206767755131,0.00018901111157146165,1.0
-2.633903547513387,-2.575988936340793,2.03968434687824,2.0946244465301485,0.2527303429782665,0.2138638868902715,0.6138708003450312,0.6178426721864385,2.03968434687824,2.0946244465301485,5.341892795397072e-10,4.3554131168788166e-10,2.311253511711139e-05,2.086962653446107e-05,-2.7254396255995e-06,-3.0829979381852413e-06,2.7710115812025415e-07,2.2785705711848794e-07,0.000526403987561126,0.0004773437515234571,6.268213045072403e-07,2.2363366136428686e-07,82.0,84.0,0.00027161008123931897,0.0002646182852397412,1.0
-2.56443670932151,-2.550290365706961,2.264785638199301,2.2501018826549384,0.31494135998650236,0.29926441494640393,0.6075950095040317,0.6106344912719592,2.264785638199301,2.2501018826549384,1.02196299745953e-09,9.569582366618055e-10,3.1968155990915866e-05,3.0934741580653384e-05,7.799350379797612e-07,-1.4766775288634357e-06,5.231738928526629e-07,4.910530890791326e-07,0.0007233076059690392,0.0007007518027655245,1.2722565401573645e-06,2.0667397436994468e-07,130.0,98.0,0.0005133748443525361,0.00046098990032082416,1.0
-2.6202411708989333,-2.524075271450281,1.906033409761553,1.9634037720115887,0.18929811948209127,0.13416792616318587,0.6183616790358605,0.6340809308975283,1.906033409761553,1.9634037720115887,6.79117629006771e-10,5.594684365221371e-10,2.605988543733013e-05,2.3653085137506632e-05,7.859201227356349e-07,3.2314320434783457e-06,3.461067134649607e-07,2.905314194434253e-07,0.0005883083489675807,0.0005390096654452731,8.442125231952211e-07,2.4744173793937574e-07,38.0,58.0,0.0004265039925900647,0.0002719507786201736,1.0
-2.658352734322415,-2.5843910308571094,1.948768719384742,1.963915985768837,0.16527937084797234,0.11799955974915192,0.6274659489224647,0.638482424553248,1.948768719384742,1.963915985768837,3.674383875023592e-10,5.495726435149838e-10,1.9168682466522294e-05,2.344296575766351e-05,1.5353636123278412e-06,2.3343077195364907e-07,1.89098289906607e-07,2.8137394989079556e-07,0.00043485433182458586,0.0005304469340950097,5.536732058639155e-07,2.704338405904819e-07,40.0,42.0,0.00019827012756470696,0.0003166534134627264,1.0
-2.6063843632435932,-2.5313462166136578,1.894283266431953,1.996935104965962,0.17218050820471137,0.14002040150786327,0.6293651840604091,0.6320085211504668,1.894283266431953,1.996935104965962,7.386894435323222e-10,7.339454636712122e-10,2.7178841835742784e-05,2.7091427863278307e-05,4.295778817335228e-07,-1.922991463906614e-06,3.7822062270589565e-07,3.7555282150605657e-07,0.0006149964412140087,0.0006128236463339649,8.691668090421917e-07,4.606871360117628e-07,48.0,60.0,0.00032261199558826433,0.0002967997562796349,1.0
-2.556920830262155,-2.5501623881187765,1.8354238400907097,1.9298637807589072,0.2014979607192079,0.16303694047605338,0.6221495843286451,0.6268478078369601,1.8354238400907097,1.9298637807589072,9.30386126372454e-10,7.945769989290892e-10,3.0502231498243762e-05,2.81882422107e-05,7.668259010509108e-07,2.611716636991134e-06,4.736053095942331e-07,4.103155051291755e-07,0.0006881898790262997,0.0006405587444795173,1.1684451612687222e-06,3.893217655863257e-07,50.0,46.0,0.0004606678965008188,0.000302916375179689,1.0
-2.5881446416079976,-2.484913526893304,1.9717143814716886,1.94323134709703,0.1551559040070247,0.15165873778050484,0.6287244709567726,0.6306703862441803,1.9717143814716886,1.94323134709703,8.060284333814155e-10,9.806780815948856e-10,2.8390639890312715e-05,3.1315780073229625e-05,-9.978741872072438e-07,8.726856061618678e-07,4.128953430774885e-07,5.02348688195948e-07,0.000642569329393715,0.0007087656087847011,1.1120543678844374e-06,4.923620599893796e-07,70.0,52.0,0.0003669190827293985,0.0006198273398750127,1.0
-2.493985836317757,-2.636534500803525,1.8131040703581844,2.0315476805216965,0.16881572068509818,0.14810498616977358,0.625632973856015,0.6268478078369601,1.8131040703581844,2.0315476805216965,1.4516003761193217e-09,6.020267307962667e-10,3.8099873702143974e-05,2.4536233019684718e-05,-1.237472613699858e-06,-7.66754125684742e-07,7.436885588316691e-07,3.0849271791706906e-07,0.0008623737929875125,0.0005554212076587183,1.5092335457515712e-06,3.5048067789930644e-07,62.0,66.0,0.0006613047167770508,0.000305219443522195,1.0
-2.611467421534322,-2.56626502883848,2.0093958323743806,2.039905117514059,0.16692875584908629,0.137733260320406,0.6244457382620764,0.6313352416356905,2.0093958323743806,2.039905117514059,7.891787188373423e-10,6.45459976509592e-10,2.8092324909792394e-05,2.5405904363151333e-05,2.211798728585114e-06,2.1765055526890203e-06,4.056986545470879e-07,3.3278204240109846e-07,0.0006369447813955994,0.0005768726396710962,9.262917681850399e-07,3.5262156105221666e-07,52.0,50.0,0.0005123943096222348,0.0003710263277776871,1.0
-2.561701426037927,-2.5686864503047793,1.942618675398708,2.1138929062339225,0.17582692158596983,0.18437887417393883,0.6238621121289584,0.6262368672763653,1.942618675398708,2.1138929062339225,8.915039292857915e-10,4.3125002801880675e-10,2.98580630531485e-05,2.0766560331908765e-05,-6.718041139129008e-07,-2.1678766286145037e-06,4.566796659622753e-07,2.227908618165153e-07,0.0006757807824748166,0.0004720072688174572,7.931553375182345e-07,3.8229465678432833e-07,44.0,74.0,0.0004782513453097969,0.00021955601049568053,1.0
-2.5185162663759653,-2.491474718353965,1.9923900683288056,2.0368790095174716,0.20111173379425737,0.1762206123408054,0.6183616790358605,0.6204919368116337,1.9923900683288056,2.0368790095174716,9.476962713263126e-10,9.337189699198757e-10,3.078467591718829e-05,3.055681544140154e-05,-2.9493639645492363e-08,1.5896747107930665e-06,4.839109535239983e-07,4.791059936372532e-07,0.000695637084638246,0.0006921748288093502,1.2209343173699678e-06,4.5157829329089946e-07,64.0,56.0,0.0004990997085154709,0.000605780808579087,1.0
-2.555587792835343,-2.482540228937856,2.2266181545539405,2.2216782428430486,0.29601583844038887,0.27413019257522003,0.611084234720422,0.6158179051104433,2.2266181545539405,2.2216782428430486,9.465434137862805e-10,1.4215207400250978e-09,3.076594568327586e-05,3.7703060088341605e-05,1.937916282761109e-06,1.8024360378816352e-06,4.864196411131995e-07,7.293765412178417e-07,0.000697437912013105,0.0008540354449423289,1.485347901262339e-06,3.748322182923525e-07,124.0,126.0,0.0005835986317698419,0.0009632511161574314,1.0
-2.494899717983552,-2.5354868162028685,2.1856708475045363,2.2181076009526475,0.32003399891703443,0.27801785068543494,0.6075950095040317,0.6119960236694156,2.1856708475045363,2.2181076009526475,1.1511390178224913e-09,1.1077480065429815e-09,3.392843966088761e-05,3.328284853408707e-05,-2.644926021962565e-07,-1.854431266701737e-06,5.891316697604612e-07,5.677176181344088e-07,0.0007675491318218406,0.000753470383050594,1.3248928774250362e-06,4.48401975895888e-07,138.0,130.0,0.0007194841519879441,0.000594272098590542,1.0
-2.478126142714696,-2.5521527196340807,2.210796327446754,2.219975411103052,0.29605824496069255,0.3346748337622821,0.6071755951954666,0.6051303451087038,2.210796327446754,2.219975411103052,1.6797407115028853e-09,1.2742305350419052e-09,4.0984639945995446e-05,3.569636585202904e-05,4.81833659654763e-07,4.117793597133287e-06,8.600673363156254e-07,6.579800184423232e-07,0.0009273981541471955,0.0008111596750593087,1.6156374696416475e-06,7.400915421578139e-07,114.0,136.0,0.0008467787134015757,0.0007167370729426415,1.0
-2.4662013626923884,-2.4898530180152387,2.2224729309384954,2.276425359410868,0.327164618012241,0.3170642981226783,0.6051303451087038,0.6080180057168195,2.2224729309384954,2.276425359410868,1.8006488495854793e-09,1.2731885027551322e-09,4.243405294790352e-05,3.5681767091262905e-05,-2.067371880684806e-06,-3.691008226845277e-06,9.210777536467903e-07,6.587554081956395e-07,0.0009597279581458437,0.0008116374857013687,1.9035724544775397e-06,4.335373967714927e-07,136.0,152.0,0.0010527595529793794,0.000627004802934212,1.0
-2.575262515533328,-2.552182733003416,2.109446574158574,2.263601135428482,0.328195450190317,0.2758825875667534,0.6051303451087038,0.6124582087038853,2.109446574158574,2.263601135428482,1.3284519529481336e-09,7.207375159061404e-10,3.6447934824186314e-05,2.6846555010022058e-05,1.4981464425377454e-06,7.633948900968303e-07,6.80624801183831e-07,3.6928938136539754e-07,0.0008249998795053433,0.0006076918473744712,1.0310770615597718e-06,6.078196334093269e-07,90.0,158.0,0.0007320287864777085,0.0004244940571684994,1.0
-2.503626114359792,-2.5590747061703394,2.1621700677423554,2.2210899795477563,0.2938315357266016,0.28864095734206335,0.6173288863555668,0.6088749732384344,2.1621700677423554,2.2210899795477563,9.421791803249778e-10,7.485222212462927e-10,3.069493737287922e-05,2.735913414650202e-05,8.603673023476014e-07,1.1972785825213994e-06,4.8201380406021e-07,3.837031384355282e-07,0.0006942721397695646,0.0006194377599368061,9.177033500734457e-07,4.1780360006686857e-07,112.0,118.0,0.00036733858034782116,0.00036419002072707405,1.0
-2.5657439091680065,-2.5647349051602686,2.1857291644178103,2.230905241924193,0.3010953607127933,0.301678401373789,0.6097469700922421,0.6075950095040317,2.1857291644178103,2.230905241924193,6.977779933046548e-10,6.438285379046406e-10,2.641548775443404e-05,2.537377657946567e-05,-1.8012033795397377e-07,7.408968696839638e-08,3.57175020271274e-07,3.2869939908364055e-07,0.0005976412136652508,0.0005733231192649051,8.756519981875464e-07,1.8281503399003868e-07,104.0,146.0,0.0004178449971577597,0.00039008794806578474,1.0
-2.5385521361053014,-2.5347402355153656,2.1781367836842245,2.223159509525483,0.29847882120219754,0.2839161841093543,0.6084446408467526,0.6115380558821704,2.1781367836842245,2.223159509525483,8.820454587730228e-10,8.09903673886394e-10,2.969925013822778e-05,2.845880661388306e-05,2.634635046942242e-06,9.543762035042649e-08,4.547738987127339e-07,4.144342239326474e-07,0.0006743692599108695,0.0006437656591747089,8.661422117181273e-07,4.792419503227473e-07,122.0,124.0,0.000538658666371221,0.0004550247256504621,1.0
-2.4765187580145525,-2.5333370618614617,2.2518784449909,2.2134392993199845,0.2867941064077626,0.3037595821205444,0.6088749732384344,0.6088749732384344,2.2518784449909,2.2134392993199845,1.195840037352257e-09,1.3737854861332235e-09,3.4580920134551896e-05,3.706461231597093e-05,-1.0120275735309272e-06,-1.4873670706182861e-06,6.108689318832893e-07,7.035940977827224e-07,0.0007815810462666616,0.0008388051607988129,1.3076032601918737e-06,6.769177810658358e-07,134.0,138.0,0.0007523538060974866,0.0008096516016805725,1.0
-2.4583123906414865,-2.4678418865723346,2.2025871446727883,2.232625528085186,0.2929734607332418,0.2734549075137463,0.614350596788661,0.6138708003450312,2.2025871446727883,2.232625528085186,2.1050120441031835e-09,2.03098215681569e-09,4.5880410243405444e-05,4.5066419392000625e-05,-1.3855011974568996e-06,7.661204581335417e-06,1.0784792371508607e-06,1.0672280627348418e-06,0.001038498549421645,0.0010330673079402145,2.1076007800959424e-06,7.53177016291105e-07,112.0,90.0,0.0006843013001097853,0.00048507524038278026,1.0
